,name,genre,episodes,rating,members,type_Movie,type_Music,type_ONA,type_OVA,type_Special,type_TV
4954,Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,"Comedy, Slice of Life",60,6.59,13801,0,0,1,0,0,0
4955,Ningyo,Fantasy,1,6.59,2265,1,0,0,0,0,0
4956,Nurse Witch Komugi-chan Magikarte Special,"Comedy, Magic, Parody",1,6.59,3397,0,0,0,0,1,0
4957,Pika Don,"Drama, Historical",1,6.59,392,1,0,0,0,0,0
4958,"Pokemon: Pikachu, Kore Nan no Kagi?","Adventure, Comedy, Fantasy, Kids",1,6.59,2213,1,0,0,0,0,0
4959,Rockman Hoshi ni Negai wo,"Action, Adventure, Sci-Fi",3,6.59,1979,0,0,0,1,0,0
4960,Saint Seiya Omega,"Action, Adventure, Fantasy, Shounen",97,6.59,22684,0,0,0,0,0,1
4961,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen",3,6.59,1608,0,0,0,1,0,0
4962,Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi",1,6.59,6920,0,0,0,1,0,0
4963,Shenmue: The Movie,"Action, Adventure, Game, Martial Arts",1,6.59,682,1,0,0,0,0,0
4964,Strange Dawn,"Adventure, Drama, Fantasy",13,6.59,1865,0,0,0,0,0,1
4965,Tantei Opera Milky Holmes: Alternative,"Comedy, Mystery, Super Power",2,6.59,3755,0,0,0,0,1,0
4966,Umi no Triton,"Adventure, Fantasy, Shounen",27,6.59,709,0,0,0,0,0,1
4967,Utopia,Music,1,6.59,3519,0,1,0,0,0,0
4968,Zoids Fuzors,"Adventure, Mecha, Sci-Fi, Shounen",26,6.59,7087,0,0,0,0,0,1
4969,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",12,6.58,10517,0,0,0,0,0,1
4970,Anmitsu Hime,"Comedy, Historical, Shoujo",51,6.58,407,0,0,0,0,0,1
4971,Babel Nisei (1973),"Adventure, Sci-Fi, Shounen, Supernatural",39,6.58,655,0,0,0,0,0,1
4972,Break Blade: Virgins War,Action,1,6.58,1876,0,0,0,0,1,0
4973,Brothers Conflict,"Harem, Romance, Shoujo",12,6.58,74069,0,0,0,0,0,1
4974,Card Wang: Mix Master,"Adventure, Fantasy, Game, Shounen",39,6.58,617,0,0,0,0,0,1
4975,Chi&#039;s Sweet Home (2016),Slice of Life,Unknown,6.57,3437,0,0,0,0,0,1
4976,Chogattai Majutsu Robot Ginguiser,"Adventure, Mecha, Sci-Fi, Shounen",26,6.58,409,0,0,0,0,0,1
4977,Crush Gear Nitro,"Cars, Shounen, Sports",50,6.58,700,0,0,0,0,0,1
4978,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen",1,6.58,11765,0,0,0,0,1,0
4979,Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,Kids,1,6.58,312,1,0,0,0,0,0
4980,Future GPX Cyber Formula: Early Days Renewal,"Drama, Sci-Fi, Shounen, Sports",2,6.58,338,0,0,0,1,0,0
4981,Genji Tsuushin Agedama,"Action, Comedy, Parody, Sci-Fi",51,6.58,477,0,0,0,0,0,1
4982,Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,"Horror, Shoujo",6,6.58,328,0,0,0,1,0,0
4983,Higurashi no Naku Koro ni Kira,"Mystery, Parody",4,6.58,46712,0,0,0,1,0,0
4984,Himawari!!,"Comedy, Romance",13,6.58,7275,0,0,0,0,0,1
4985,Honey Honey no Suteki na Bouken,"Adventure, Historical, Shoujo",29,6.58,386,0,0,0,0,0,1
4986,Juusenshi Gulkeeva,"Action, Fantasy, Mecha, Super Power",26,6.58,855,0,0,0,0,0,1
4987,Kagaku Ninja-tai Gatchaman II,"Action, Adventure, Sci-Fi, Shounen",52,6.58,903,0,0,0,0,0,1
4988,Kamen Rider Den-O: Imagin Anime 3,"Action, Adventure, Comedy, Kids, Super Power",12,6.58,350,0,0,0,1,0,0
4989,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",13,6.58,74634,0,0,0,0,0,1
4990,Kanokon Specials,Ecchi,12,6.58,19232,0,0,0,0,1,0
4991,Kikou Kantai Dairugger XV,"Action, Adventure, Mecha, Sci-Fi, Shounen",52,6.58,1121,0,0,0,0,0,1
4992,Kinnikuman II Sei: Second Generations,Comedy,1,6.58,459,1,0,0,0,0,0
4993,Koi Tsubomi,"Fantasy, Music",1,6.58,1242,0,1,0,0,0,0
4994,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,"Adventure, Fantasy",26,6.58,279,0,0,0,0,0,1
4995,Mahou no Tenshi Creamy Mami: Eien no Once More,"Comedy, Fantasy, Magic, Romance, Shoujo",1,6.58,498,0,0,0,1,0,0
4996,Midnight Eye: Gokuu,"Action, Mystery, Sci-Fi, Seinen",1,6.58,2670,0,0,0,1,0,0
4997,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",20,6.58,833,0,0,0,0,0,1
4998,Monster Strike: Rain of Memories,"Action, Fantasy, Game",1,6.58,313,0,0,1,0,0,0
4999,Nanami-chan 3rd Series,"Comedy, Kids",16,6.58,314,0,0,0,0,0,1
5000,Neko Neko Fantasia,Comedy,1,6.58,187,0,0,0,1,0,0
5001,Onegai♪My Melody Kirara★,"Comedy, Fantasy, Magic",52,6.58,741,0,0,0,0,0,1
5002,Otogi Story Tenshi no Shippo Specials,"Comedy, Fantasy, Magic, Romance",2,6.58,1270,0,0,0,1,0,0
5003,Pokemon: Pikachu no Kirakira Daisousaku!,"Adventure, Comedy, Fantasy, Kids",1,6.58,3786,0,0,0,0,1,0
5004,Pokemon: Pikachu no Summer Bridge Story,"Adventure, Comedy, Fantasy, Kids",1,6.57,2535,0,0,0,0,1,0
5005,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo",1,6.58,988,1,0,0,0,0,0
5006,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,"Adventure, Fantasy",1,6.58,573,1,0,0,0,0,0
5007,Sister Princess,"Comedy, Drama, Harem, Romance, Slice of Life",26,6.58,14714,0,0,0,0,0,1
5008,SMAnime,"Action, Seinen",3,6.58,246,0,0,0,1,0,0
5009,Sukeban Deka,"Action, Drama, Police, School, Shoujo",2,6.58,1663,0,0,0,1,0,0
5010,Teekyuu 4 Specials,"Comedy, School, Shounen, Sports",2,6.58,1977,0,0,0,0,1,0
5011,Tegami: Haikei Juugo no Kimi e,"Music, School, Slice of Life",1,6.58,653,0,1,0,0,0,0
5012,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",1,6.57,1802,0,0,0,0,1,0
5013,Tori no Uta,Fantasy,1,6.58,2426,0,0,0,1,0,0
5014,Upotte!! OVA,"Comedy, Ecchi, Military, School, Seinen",1,6.58,10076,0,0,0,1,0,0
5015,Weekender Girl,Music,1,6.58,1174,0,1,0,0,0,0
5016,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi, Shounen, Space",2,6.58,243,0,0,0,1,0,0
5017,Yokuwakaru Gendaimahou,"Comedy, Magic",12,6.58,17422,0,0,0,0,0,1
5018,Yu☆Gi☆Oh! Zexal,"Action, Fantasy, Game, Shounen",73,6.58,22480,0,0,0,0,0,1
5019,Boku wa Imouto ni Koi wo Suru,"Romance, Shoujo",1,6.57,26923,0,0,0,1,0,0
5020,Cheburashka Arere?,"Comedy, Kids, Slice of Life",26,6.57,2482,0,0,0,0,0,1
5021,Chinmoku no Kantai,"Drama, Military",3,6.57,924,0,0,0,1,0,0
5022,Domo TV,Comedy,26,6.57,832,0,0,0,0,0,1
5023,Eine Kleine,"Drama, Music, Romance, Slice of Life",1,6.57,261,0,1,0,0,0,0
5024,Gakkou no Kaidan (OVA),"Comedy, Horror, Mystery, Supernatural",10,6.57,452,0,0,0,1,0,0
5025,Galaxy Angel Rune,"Comedy, Sci-Fi",13,6.57,3551,0,0,0,0,0,1
5026,Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa,"Adventure, Comedy, Sci-Fi, Shounen",4,6.57,984,0,0,0,1,0,0
5027,Ginga Reppuu Baxingar,"Action, Adventure, Mecha",39,6.57,399,0,0,0,0,0,1
5028,Kouya no Shounen Isamu,"Action, Adventure, Shounen",52,6.57,319,0,0,0,0,0,1
5029,Kudan,Fantasy,1,6.57,189,1,0,0,0,0,0
5030,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",12,6.57,81870,0,0,0,0,0,1
5031,Mizuiro (2003),"Drama, Romance, Supernatural",2,6.57,2325,0,0,0,1,0,0
5032,Muu no Hakugei,"Action, Fantasy, Sci-Fi",26,6.57,344,0,0,0,0,0,1
5033,Nameko-ke no Ichizoku,"Comedy, Slice of Life",13,6.57,439,0,0,0,1,0,0
5034,Neo Ranga,"Adventure, Horror, Mecha",48,6.57,5332,0,0,0,0,0,1
5035,Ningyohime Marina no Bouken,"Drama, Fantasy, Kids, Romance",26,6.57,889,0,0,0,0,0,1
5036,Pokemon: Pikachu no Obake Carnival,"Adventure, Comedy, Fantasy, Kids",1,6.57,3365,0,0,0,0,1,0
5037,Pokemon: Pikachu Tanken Club,"Adventure, Comedy, Fantasy, Kids",1,6.57,3571,0,0,0,0,1,0
5038,Pokemon: Senritsu no Mirage Pokemon,"Adventure, Comedy, Fantasy, Kids",1,6.57,13040,0,0,0,0,1,0
5039,Power Stone,"Adventure, Comedy, Fantasy, Historical, Shounen",26,6.57,4308,0,0,0,0,0,1
5040,Ragnarök the Animation,"Action, Fantasy, Magic",26,6.57,32711,0,0,0,0,0,1
5041,Saiyuuki: Son Gokuu Monogatari,Adventure,1,6.57,574,1,0,0,0,0,0
5042,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen",12,6.57,8213,0,0,0,0,0,1
5043,Tayutayu: Pure My Heart,Comedy,6,6.57,4876,0,0,0,0,1,0
5044,To Heart: Remember My Memories,"Drama, Harem, Romance, School, Sci-Fi, Slice of Life",13,6.57,5752,0,0,0,0,0,1
5045,Twilight Q,"Mystery, Psychological, Sci-Fi",2,6.57,2962,0,0,0,1,0,0
5046,Winter Sonata Episode 0,"Drama, Romance",1,6.57,3300,0,0,0,0,1,0
5047,Yume Tsukai,"Drama, Fantasy, Magic, Slice of Life",12,6.57,5719,0,0,0,0,0,1
5048,Yuugen Kaisha,"Action, Adventure, Comedy, Magic, Super Power, Supernatural",4,6.57,2370,0,0,0,1,0,0
5049,Bakukyuu Renpatsu! Super Bedaman,"Adventure, Game",18,6.56,592,0,0,0,0,0,1
5050,Cookin&#039; Idol Ai! Mai! Main!,"Comedy, Kids",305,6.56,956,0,0,0,0,0,1
5051,Coppelion,"Action, Sci-Fi, Seinen",13,6.56,76291,0,0,0,0,0,1
5052,Doraemon: Nobita to Mirai Note,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",1,6.56,271,0,0,0,1,0,0
5053,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,"Comedy, Sci-Fi, Shounen",1,6.56,575,1,0,0,0,0,0
5054,Feng Yun Jue,"Action, Adventure, Martial Arts",1,6.56,1455,1,0,0,0,0,0
5055,Fuusen Shoujo Temple-chan,"Adventure, Comedy, Kids",26,6.56,204,0,0,0,0,0,1
5056,Garakuta-doori no Stain: Epilogue,Comedy,1,6.56,181,0,0,0,1,0,0
5057,Getsuyoubi no Tawawa,Slice of Life,12,6.56,16663,0,0,1,0,0,0
5058,Gifuu Doudou!!: Kanetsugu to Keiji,"Action, Historical, Martial Arts, Samurai, Seinen",25,6.56,5511,0,0,0,0,0,1
5059,Happiness!,"Comedy, Harem, Magic, Romance, School",12,6.56,24393,0,0,0,0,0,1
5060,Koi☆Sento,"Comedy, Romance",1,6.56,4830,0,0,0,1,0,0
5061,Last Exile: Ginyoku no Fam Recaps,"Action, Adventure, Sci-Fi",2,6.56,4621,0,0,0,0,1,0
5062,Maetel Legend,"Drama, Sci-Fi, Space",2,6.56,1974,0,0,0,1,0,0
5063,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,Fantasy,3,6.56,318,0,0,0,1,0,0
5064,Minky Momo in Tabidachi no Eki,"Drama, Fantasy, Magic, Shoujo",1,6.56,400,0,0,0,1,0,0
5065,Moetan,"Comedy, Ecchi, Magic, School",12,6.56,18432,0,0,0,0,0,1
5066,Mori no Youki na Kobito-tachi: Belfy to Lillibit,"Adventure, Comedy, Fantasy",26,6.56,561,0,0,0,0,0,1
5067,Nangoku Shounen Papuwa-kun,"Adventure, Comedy, Shounen",42,6.56,407,0,0,0,0,0,1
5068,Ninja Slayer From Animation,Action,26,6.56,26062,0,0,1,0,0,0
5069,Panda no Daibouken,Adventure,1,6.56,300,1,0,0,0,0,0
5070,Panda-Z: The Robonimation,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",30,6.56,1358,0,0,0,0,0,1
5071,Panty &amp; Stocking in Sanitarybox,"Action, Comedy, Dementia, Ecchi, Parody, Supernatural",1,6.56,19669,0,0,0,0,1,0
5072,Pokemon XY SP: Road to Kalos,"Action, Adventure, Comedy, Fantasy, Kids",1,6.56,2865,0,0,0,0,1,0
5073,Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special,"Action, Adventure, Comedy, Fantasy, Kids",1,6.56,1358,0,0,0,0,1,0
5074,Rinne no Lagrange: Kamogawa Memoria,"Action, Comedy, Mecha, Sci-Fi",1,6.56,1787,0,0,0,0,1,0
5075,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",51,6.56,2388,0,0,0,0,0,1
5076,Seikon no Qwaser: Jotei no Shouzou,"Action, Ecchi, Seinen, Super Power, Supernatural",1,6.56,14605,0,0,0,1,0,0
5077,Shirogane no Ishi: Argevollen,"Action, Mecha",24,6.56,30770,0,0,0,0,0,1
5078,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",1,6.56,39092,0,0,0,0,1,0
5079,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha",52,6.56,1012,0,0,0,0,0,1
5080,Tondera House no Daibouken,"Adventure, Historical, Sci-Fi",52,6.56,630,0,0,0,0,0,1
5081,VitaminX Addiction,"Romance, School",3,6.56,1428,0,0,0,1,0,0
5082,Vividred Operation,"Action, Ecchi, Sci-Fi",12,6.56,45869,0,0,0,0,0,1
5083,Wakakusa Monogatari,"Historical, Slice of Life",1,6.56,373,0,0,0,0,1,0
5084,Walkure Romanze,"Action, Ecchi, Harem, Romance, School, Sports",12,6.56,56131,0,0,0,0,0,1
5085,Yodaka no Hoshi,"Adventure, Kids",1,6.56,1082,1,0,0,0,0,0
5086,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",1,6.55,26925,0,0,0,0,1,0
5087,Akuu Daisakusen Srungle,"Action, Mecha, Sci-Fi",53,6.55,518,0,0,0,0,0,1
5088,Aru Tabibito no Nikki Specials,"Adventure, Fantasy",3,6.55,5473,0,0,0,0,1,0
5089,Asari-chan,"Comedy, Shoujo, Slice of Life",54,6.55,263,0,0,0,0,0,1
5090,Beast Wars Second Chou Seimeitai Transformers,"Action, Mecha, Sci-Fi",43,6.55,1327,0,0,0,0,0,1
5091,Binzume Yousei,"Comedy, Fantasy, Magic, Slice of Life",13,6.55,12852,0,0,0,0,0,1
5092,Blue Dragon,"Adventure, Comedy, Fantasy, Supernatural",51,6.55,22718,0,0,0,0,0,1
5093,Chocolate Underground: Bokura no Chocolate Sensou,Adventure,1,6.55,1432,1,0,0,0,0,0
5094,Daishizen no Majuu: Bagi,"Action, Romance, Sci-Fi",1,6.55,1479,1,0,0,0,0,0
5095,Devilman,"Action, Demons, Horror, Supernatural",39,6.55,5532,0,0,0,0,0,1
5096,Follow Me,"Drama, Music, Romance, Slice of Life",1,6.55,1165,0,1,0,0,0,0
5097,Futari Ecchi,"Comedy, Ecchi, Romance, Seinen, Slice of Life",4,6.55,19907,0,0,0,1,0,0
5098,Genshi Shounen Ryuu,"Action, Adventure, Romance, Sci-Fi, Shounen",22,6.55,731,0,0,0,0,0,1
5099,Get Ride! AMDriver,"Adventure, Mecha, Sci-Fi, Shounen",51,6.55,1061,0,0,0,0,0,1
5100,Gundam Build Fighters Specials,"Comedy, Mecha",3,6.55,1795,0,0,0,0,1,0
5101,Juusen Battle Monsuno,"Action, Adventure",52,6.55,2248,0,0,0,0,0,1
5102,Kabatotto,Comedy,300,6.55,240,0,0,0,0,0,1
5103,Ketsuekigata-kun! 3,Comedy,12,6.55,1317,0,0,0,0,0,1
5104,Ketsuekigata-kun! 4,Comedy,12,6.55,1119,0,0,0,0,0,1
5105,Larva,Comedy,26,6.57,139,0,0,0,0,0,1
5106,Lupin the Third,"Adventure, Music",1,6.55,1484,0,1,0,0,0,0
5107,Mashiro-iro Symphony: The Color of Lovers Picture Drama,"Drama, Harem, Romance",2,6.55,4743,0,0,0,0,1,0
5108,Megami Kouhosei,"Action, Mecha, Military, Sci-Fi, Space",12,6.55,14757,0,0,0,0,0,1
5109,Minami no Shima no Dera-chan,"Comedy, Slice of Life",1,6.55,7224,1,0,0,0,0,0
5110,Monkey Turn,"Drama, Sports",25,6.55,586,0,0,0,0,0,1
5111,Naruto: Akaki Yotsuba no Clover wo Sagase,"Adventure, Comedy, Shounen",1,6.55,47587,0,0,0,0,1,0
5112,Neko Ramen,Comedy,13,6.55,2059,0,0,1,0,0,0
5113,Peut-etre Toi,Music,1,6.55,1532,0,1,0,0,0,0
5114,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,"Adventure, Fantasy, Kids",2,6.55,624,0,0,1,0,0,0
5115,Robot Girls Z,"Comedy, Mecha, Parody",3,6.55,12212,0,0,0,0,1,0
5116,Rozen Maiden: Meitantei Kunkun - Duell Walzer,"Comedy, Mystery",1,6.55,13901,0,0,0,0,1,0
5117,Sakura Taisen: Katsudou Shashin,"Adventure, Mecha, Sci-Fi, Shounen",1,6.55,4010,1,0,0,0,0,0
5118,Saru Getchu: On Air,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",26,6.55,632,0,0,0,0,0,1
5119,Sentimental Journey,"Drama, Romance, Shoujo",12,6.55,1412,0,0,0,0,0,1
5120,Soukou Kihei Votoms: Vol.2 Highlights of the &#039;A.T. Votoms&#039;,"Action, Drama, Mecha, Military, Sci-Fi",1,6.55,283,0,0,0,1,0,0
5121,Souten no Ken Specials,"Action, Historical, Martial Arts, Shounen",4,6.55,1122,0,0,0,0,1,0
5122,Tactical Roar,"Comedy, Military, Romance, Sci-Fi",13,6.55,6479,0,0,0,0,0,1
5123,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,"Adventure, Comedy, Kids",1,6.55,738,0,0,0,1,0,0
5124,Twin Signal: Family Game,"Action, Comedy, Mecha, Sci-Fi",3,6.55,1026,0,0,0,1,0,0
5125,Uchuu no Kishi Tekkaman,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",26,6.55,1059,0,0,0,0,0,1
5126,Under the Dog,"Action, Sci-Fi, Thriller",1,6.55,29922,0,0,0,1,0,0
5127,Venus Versus Virus,"Drama, Romance, Supernatural",12,6.55,20883,0,0,0,0,0,1
5128,Angelique: Seichi yori Ai wo Komete,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Shoujo",3,6.54,1946,0,0,0,1,0,0
5129,Animation Kikou: Marco Polo no Bouken,"Adventure, Historical",43,6.54,249,0,0,0,0,0,1
5130,Bannou Bunka Neko-Musume DASH!,"Action, Comedy, Ecchi, Romance, Sci-Fi",12,6.54,3473,0,0,0,1,0,0
5131,BlazBlue: Alter Memory Specials,Comedy,6,6.54,952,0,0,0,0,1,0
5132,Bobobo-bo Bo-bobo Recap,"Action, Comedy, Parody, Sci-Fi, Shounen",1,6.54,606,0,0,0,0,1,0
5133,Chikyuu ga Ugoita Hi,Drama,1,6.54,744,1,0,0,0,0,0
5134,Code Geass: Nunnally in Wonderland,"Comedy, Fantasy, Parody",1,6.54,37087,0,0,0,1,0,0
5135,Comic Party Specials,"Comedy, Drama",4,6.54,2669,0,0,0,0,1,0
5136,Cosmo Warrior Zero Gaiden,"Adventure, Drama, Military, Sci-Fi, Space",2,6.54,1215,0,0,0,0,1,0
5137,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Hot no Natsuyasumi,"Comedy, Sci-Fi, Shounen",1,6.54,553,1,0,0,0,0,0
5138,Ginyuu Mokushiroku Meine Liebe,"Fantasy, Shoujo",13,6.54,9540,0,0,0,0,0,1
5139,Hana yori Dango (Movie),"Drama, Romance, Shoujo",1,6.54,4576,1,0,0,0,0,0
5140,Houkago Midnighters,"Fantasy, Kids",1,6.54,847,1,0,0,0,0,0
5141,Kagaku Kyuujo-tai TechnoVoyager,"Action, Adventure, Mecha, Sci-Fi, Space",18,6.54,377,0,0,0,0,0,1
5142,Kagaku Ninja-tai Gatchaman (Movie),"Action, Adventure, Sci-Fi, Shounen",1,6.54,694,1,0,0,0,0,0
5143,Kagewani,"Horror, Mystery, Supernatural, Thriller",13,6.54,19225,0,0,0,0,0,1
5144,Kagewani: Shou,"Horror, Mystery, Supernatural, Thriller",13,6.54,11052,0,0,0,0,0,1
5145,Kinnikuman: Ooabare! Seigi Choujin,"Action, Comedy, Shounen, Sports",1,6.54,327,1,0,0,0,0,0
5146,Kuromajo-san ga Tooru!!,"Comedy, Magic, School, Slice of Life",60,6.54,5677,0,0,0,0,0,1
5147,Mahou no Angel Sweet Mint,"Magic, Shoujo",47,6.54,879,0,0,0,0,0,1
5148,Mass Effect: Paragon Lost,"Action, Adventure, Sci-Fi",1,6.54,5305,1,0,0,0,0,0
5149,Obake no Q-tarou (1985),"Comedy, Kids, School, Slice of Life, Supernatural",510,6.54,161,0,0,0,0,0,1
5150,Oneechan ga Kita,"Comedy, Slice of Life",12,6.54,45457,0,0,0,0,0,1
5151,Parasol Henbei,"Adventure, Comedy, Fantasy, Kids, Magic",200,6.54,229,0,0,0,0,0,1
5152,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA","Comedy, Ecchi, Romance, Shounen, Supernatural",1,6.54,14564,0,0,0,1,0,0
5153,Sengoku Collection,"Fantasy, Parody, Samurai",26,6.54,16287,0,0,0,0,0,1
5154,Senran Kagura Specials,Ecchi,6,6.54,8282,0,0,0,0,1,0
5155,Shin-Men,"Action, Comedy, Kids",13,6.54,479,0,0,0,0,0,1
5156,Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,1,6.54,3600,0,1,0,0,0,0
5157,Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,Music,1,6.54,2162,0,1,0,0,0,0
5158,Sonic X,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",78,6.54,28296,0,0,0,0,0,1
5159,Suhoyojeong Michel,"Adventure, Fantasy, Kids",26,6.54,376,0,0,0,0,0,1
5160,Tanpen Unico: Kuroi Kumo to Shiroi Hane,"Adventure, Fantasy, Kids",1,6.54,699,1,0,0,0,0,0
5161,Tiger Mask Fuku Men League Sen,"Shounen, Sports",1,6.54,253,1,0,0,0,0,0
5162,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Kids,1,6.54,749,0,0,0,1,0,0
5163,Yami Shibai 2nd Season,"Dementia, Horror, Supernatural",13,6.54,17379,0,0,0,0,0,1
5164,Yuukan Club,"Comedy, Mystery, School, Shoujo",2,6.54,287,0,0,0,1,0,0
5165,Angelique,"Drama, Fantasy, Romance, Sci-Fi, Shoujo",3,6.53,3523,0,0,0,1,0,0
5166,Casshern: Robot Hunter,"Adventure, Mecha, Sci-Fi",4,6.53,4497,0,0,0,1,0,0
5167,Chiisana Kyojin Microman,"Action, Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen, Super Power",52,6.53,411,0,0,0,0,0,1
5168,Chou Dendou Robo Tetsujin 28-gou FX,"Action, Adventure, Mecha, Sci-Fi",47,6.53,354,0,0,0,0,0,1
5169,Gall Force: Chikyuu Shou,"Action, Mecha, Military, Sci-Fi",3,6.53,1098,0,0,0,1,0,0
5170,Genei wo Kakeru Taiyou,Magic,13,6.53,33528,0,0,0,0,0,1
5171,Gokuu no Daibouken,"Comedy, Fantasy",39,6.53,266,0,0,0,0,0,1
5172,Groizer X,"Mecha, Sci-Fi",36,6.53,298,0,0,0,0,0,1
5173,Hakushaku to Yousei Specials,"Adventure, Fantasy, Historical, Magic",6,6.53,5142,0,0,0,0,1,0
5174,Hoero! Bun Bun,"Adventure, Slice of Life",39,6.53,284,0,0,0,0,0,1
5175,Huckleberry Finn Monogatari,Adventure,26,6.53,665,0,0,0,0,0,1
5176,Human Crossing,"Drama, Slice of Life, Sports",13,6.53,1739,0,0,0,0,0,1
5177,Hundred,"Action, Ecchi, Harem, Mecha, Romance, School, Sci-Fi",12,6.53,92396,0,0,0,0,0,1
5178,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,"Comedy, Police",1,6.53,323,0,0,0,0,1,0
5179,Lily to Kaeru to (Otouto),"Adventure, Comedy, Supernatural",1,6.53,760,0,0,0,0,1,0
5180,Magikano,"Comedy, Fantasy, Harem, Magic, Romance, Shounen",13,6.53,22664,0,0,0,0,0,1
5181,Mahou Yuugi 2D,"Adventure, Comedy, Fantasy, Magic",24,6.53,1877,0,0,1,0,0,0
5182,Mahoutsukai Sally 2,"Comedy, Magic, Shoujo",88,6.53,720,0,0,0,0,0,1
5183,Mazinger Z tai Dr. Hell,"Action, Drama, Mecha, Sci-Fi, Shounen",1,6.53,630,1,0,0,0,0,0
5184,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,1,6.53,490,1,0,0,0,0,0
5185,Miss Monochrome: The Animation,"Comedy, Music, Slice of Life",13,6.53,30403,0,0,0,0,0,1
5186,Next A-Class,"Action, Cars, Sci-Fi",1,6.53,4394,0,0,1,0,0,0
5187,Nijiiro Days: Houkago Special,"Comedy, Romance, School, Shoujo, Slice of Life",1,6.54,1985,0,0,0,0,1,0
5188,Rhea Gall Force,"Action, Mecha, Military, Sci-Fi",1,6.53,1085,0,0,0,1,0,0
5189,The Ultraman,"Action, Sci-Fi, Shounen, Space, Super Power",50,6.53,737,0,0,0,0,0,1
5190,Tiger Mask (Movie),"Shounen, Sports",1,6.53,243,1,0,0,0,0,0
5191,Tondemo Nezumi Daikatsuyaku,Adventure,1,6.53,252,1,0,0,0,0,0
5192,Tsubasa to Hotaru (2015),"Romance, School, Shoujo",4,6.53,1886,0,0,0,0,1,0
5193,Tsuru ni Notte: Tomoko no Bouken,Drama,1,6.53,321,1,0,0,0,0,0
5194,Watashi to Watashi: Futari no Lotte,"Kids, Shoujo, Slice of Life",29,6.53,364,0,0,0,0,0,1
5195,Yadamon,"Adventure, Comedy, Fantasy",170,6.53,373,0,0,0,0,0,1
5196,Yonimo Osoroshii Grimm Douwa,"Dementia, Horror, Psychological",3,6.53,683,0,0,0,1,0,0
5197,Aisubeki Mirai e,Music,1,6.52,966,0,1,0,0,0,0
5198,Appleseed XIII,"Action, Mecha, Military, Police, Sci-Fi",13,6.52,9336,0,0,0,1,0,0
5199,Black Magic M-66,"Action, Mecha, Military, Sci-Fi",1,6.52,5496,0,0,0,1,0,0
5200,Blassreiter: Navi,"Action, Sci-Fi",1,6.52,2914,0,0,0,0,1,0
5201,Chameleon,"Comedy, Ecchi, School, Seinen",6,6.52,666,0,0,0,1,0,0
